Date,Region,"Total First Vaccine Doses","Total Fully Vaccinated","Total Vaccine Doses","New First Vaccine Doses","New Fully Vaccinated","New Vaccine Doses"
2021/09/15,"South West",23016,20998,44014,35,27,62
2021/09/15,"South West",,,,,,
2021/09/15,"South Central",39340,35878,75218,62,70,132
2021/09/15,"South Central",,,,,,
2021/09/15,"South East",53108,48197,101305,82,114,196
2021/09/15,"South East",,,,,,
2021/09/15,"South East",,,,,,
2021/09/15,"South East",,,,,,
2021/09/16,"Far North West",13372,11056,24428,25,24,49
2021/09/16,"Far North West",,,,,,
2021/09/16,"Far North Central",1135,810,1945,20,10,30
2021/09/16,"Far North East",12056,9443,21499,94,55,149
2021/09/16,"Far North East",,,,,,
2021/09/16,"North West",52240,42561,94801,117,103,220
2021/09/16,"North West",,,,,,
2021/09/16,"North West",,,,,,
2021/09/16,"North West",,,,,,
2021/09/16,"North Central",53983,47383,101366,100,103,203
2021/09/16,"North Central",,,,,,
2021/09/16,"North Central",,,,,,
2021/09/16,"North East",27134,24540,51674,41,58,99
2021/09/16,"North East",,,,,,
2021/09/16,"North East",,,,,,
2021/09/16,Saskatoon,221123,202407,423530,268,305,573
2021/09/16,"Central West",23061,20980,44041,38,30,68
2021/09/16,"Central West",,,,,,
2021/09/16,"Central East",62800,57574,120374,80,105,185
2021/09/16,"Central East",,,,,,
2021/09/16,"Central East",,,,,,
2021/09/16,"Central East",,,,,,
2021/09/16,"Central East",,,,,,
2021/09/16,Regina,186772,171657,358429,247,295,542
2021/09/16,"South West",23055,21034,44089,39,36,75
2021/09/16,"South West",,,,,,
2021/09/16,"South Central",39377,35941,75318,37,63,100
2021/09/16,"South Central",,,,,,
2021/09/16,"South East",53204,48297,101501,96,100,196
2021/09/16,"South East",,,,,,
2021/09/16,"South East",,,,,,
2021/09/16,"South East",,,,,,
2021/09/17,"Far North West",13415,11098,24513,43,42,85
2021/09/17,"Far North West",,,,,,
2021/09/17,"Far North Central",1147,819,1966,12,9,21
2021/09/17,"Far North East",12118,9498,21616,62,55,117
2021/09/17,"Far North East",,,,,,
2021/09/17,"North West",52456,42727,95183,216,166,382
2021/09/17,"North West",,,,,,
2021/09/17,"North West",,,,,,
2021/09/17,"North West",,,,,,
2021/09/17,"North Central",54161,47574,101735,178,191,369
2021/09/17,"North Central",,,,,,
2021/09/17,"North Central",,,,,,
2021/09/17,"North East",27162,24570,51732,28,30,58
2021/09/17,"North East",,,,,,
2021/09/17,"North East",,,,,,
2021/09/17,Saskatoon,221426,202781,424207,303,374,677
2021/09/17,"Central West",23135,21058,44193,74,78,152
2021/09/17,"Central West",,,,,,
2021/09/17,"Central East",62916,57720,120636,116,146,262
2021/09/17,"Central East",,,,,,
2021/09/17,"Central East",,,,,,
2021/09/17,"Central East",,,,,,
2021/09/17,"Central East",,,,,,
2021/09/17,Regina,187014,171983,358997,242,326,568
2021/09/17,"South West",23101,21079,44180,46,45,91
2021/09/17,"South West",,,,,,
2021/09/17,"South Central",39424,36001,75425,47,60,107
2021/09/17,"South Central",,,,,,
2021/09/17,"South East",53318,48432,101750,114,135,249
2021/09/17,"South East",,,,,,
2021/09/17,"South East",,,,,,
2021/09/17,"South East",,,,,,
2021/09/18,"Far North West",13543,11201,24744,128,103,231
2021/09/18,"Far North West",,,,,,
2021/09/18,"Far North Central",1156,826,1982,9,7,16
2021/09/18,"Far North East",12198,9576,21774,80,78,158
2021/09/18,"Far North East",,,,,,
2021/09/18,"North West",52848,42923,95771,392,196,588
2021/09/18,"North West",,,,,,
2021/09/18,"North West",,,,,,
2021/09/18,"North West",,,,,,
2021/09/18,"North Central",54343,47743,102086,182,169,351
2021/09/18,"North Central",,,,,,
2021/09/18,"North Central",,,,,,
2021/09/18,"North East",27229,24639,51868,67,69,136
2021/09/18,"North East",,,,,,
2021/09/18,"North East",,,,,,
2021/09/18,Saskatoon,221797,203193,424990,371,412,783
2021/09/18,"Central West",23192,21111,44303,57,53,110
2021/09/18,"Central West",,,,,,
2021/09/18,"Central East",63131,57847,120978,215,127,342
2021/09/18,"Central East",,,,,,
2021/09/18,"Central East",,,,,,
2021/09/18,"Central East",,,,,,
2021/09/18,"Central East",,,,,,
2021/09/18,Regina,187340,172293,359633,326,310,636
2021/09/18,"South West",23180,21140,44320,79,61,140
2021/09/18,"South West",,,,,,
2021/09/18,"South Central",39526,36073,75599,102,72,174
2021/09/18,"South Central",,,,,,
2021/09/18,"South East",53508,48584,102092,190,152,342
2021/09/18,"South East",,,,,,
2021/09/18,"South East",,,,,,
2021/09/18,"South East",,,,,,
2021/09/19,"Far North West",13661,11251,24912,118,50,168
2021/09/19,"Far North West",,,,,,
2021/09/19,"Far North Central",1180,838,2018,24,12,36
2021/09/19,"Far North East",12314,9645,21959,116,69,185
2021/09/19,"Far North East",,,,,,
2021/09/19,"North West",53093,43070,96163,245,147,392
2021/09/19,"North West",,,,,,
2021/09/19,"North West",,,,,,
2021/09/19,"North West",,,,,,
2021/09/19,"North Central",54635,47882,102517,292,139,431
2021/09/19,"North Central",,,,,,
2021/09/19,"North Central",,,,,,
2021/09/19,"North East",27354,24708,52062,125,69,194
2021/09/19,"North East",,,,,,
2021/09/19,"North East",,,,,,
2021/09/19,Saskatoon,222310,203707,426017,513,514,1027
2021/09/19,"Central West",23328,21189,44517,136,78,214
2021/09/19,"Central West",,,,,,
2021/09/19,"Central East",63304,57933,121237,173,86,259
2021/09/19,"Central East",,,,,,
2021/09/19,"Central East",,,,,,
2021/09/19,"Central East",,,,,,
2021/09/19,"Central East",,,,,,
2021/09/19,Regina,187717,172639,360356,377,346,723
2021/09/19,"South West",23296,21213,44509,116,73,189
2021/09/19,"South West",,,,,,
2021/09/19,"South Central",39611,36140,75751,85,67,152
2021/09/19,"South Central",,,,,,
2021/09/19,"South East",53714,48730,102444,206,146,352
2021/09/19,"South East",,,,,,
2021/09/19,"South East",,,,,,
2021/09/19,"South East",,,,,,
2021/09/20,"Far North West",13689,11271,24960,28,20,48
2021/09/20,"Far North West",,,,,,
2021/09/20,"Far North Central",1189,842,2031,9,4,13
2021/09/20,"Far North East",12344,9657,22001,30,12,42
2021/09/20,"Far North East",,,,,,
2021/09/20,"North West",53327,43150,96477,234,80,314
2021/09/20,"North West",,,,,,
2021/09/20,"North West",,,,,,
2021/09/20,"North West",,,,,,
2021/09/20,"North Central",54775,47984,102759,140,102,242
2021/09/20,"North Central",,,,,,
2021/09/20,"North Central",,,,,,
2021/09/20,"North East",27371,24725,52096,17,17,34
2021/09/20,"North East",,,,,,
2021/09/20,"North East",,,,,,
2021/09/20,Saskatoon,222762,204119,426881,452,412,864
2021/09/20,"Central West",23360,21209,44569,32,20,52
2021/09/20,"Central West",,,,,,
2021/09/20,"Central East",63363,57970,121333,59,37,96
2021/09/20,"Central East",,,,,,
2021/09/20,"Central East",,,,,,
2021/09/20,"Central East",,,,,,
2021/09/20,"Central East",,,,,,
2021/09/20,Regina,187954,172856,360810,237,217,454
2021/09/20,"South West",23319,21241,44560,23,28,51
2021/09/20,"South West",,,,,,
2021/09/20,"South Central",39725,36212,75937,114,72,186
2021/09/20,"South Central",,,,,,
2021/09/20,"South East",53775,48767,102542,61,37,98
2021/09/20,"South East",,,,,,
2021/09/20,"South East",,,,,,
2021/09/20,"South East",,,,,,
2021/09/21,"Far North West",13715,11314,25029,26,43,69
2021/09/21,"Far North West",,,,,,
2021/09/21,"Far North Central",1206,853,2059,17,11,28
2021/09/21,"Far North East",12354,9664,22018,10,7,17
2021/09/21,"Far North East",,,,,,
2021/09/21,"North West",53376,43268,96644,49,118,167
2021/09/21,"North West",,,,,,
2021/09/21,"North West",,,,,,
2021/09/21,"North West",,,,,,
2021/09/21,"North Central",54793,47996,102789,18,12,30
2021/09/21,"North Central",,,,,,
2021/09/21,"North Central",,,,,,
2021/09/21,"North East",27379,24741,52120,8,16,24
2021/09/21,"North East",,,,,,
2021/09/21,"North East",,,,,,
2021/09/21,Saskatoon,222812,204172,426984,50,53,103
2021/09/21,"Central West",23362,21209,44571,2,0,2
2021/09/21,"Central West",,,,,,
2021/09/21,"Central East",63373,57983,121356,10,13,23
2021/09/21,"Central East",,,,,,
2021/09/21,"Central East",,,,,,
2021/09/21,"Central East",,,,,,
2021/09/21,"Central East",,,,,,
2021/09/21,Regina,188107,172955,361062,153,99,252
2021/09/21,"South West",23347,21254,44601,28,13,41
2021/09/21,"South West",,,,,,
2021/09/21,"South Central",39742,36230,75972,17,18,35
2021/09/21,"South Central",,,,,,
2021/09/21,"South East",53794,48778,102572,19,11,30
2021/09/21,"South East",,,,,,
2021/09/21,"South East",,,,,,
2021/09/21,"South East",,,,,,
2021/09/22,"Far North West",13804,11363,25167,89,49,138
2021/09/22,"Far North West",,,,,,
2021/09/22,"Far North Central",1218,860,2078,12,7,19
2021/09/22,"Far North East",12413,9721,22134,59,57,116
2021/09/22,"Far North East",,,,,,
2021/09/22,"North West",53500,43401,96901,124,133,257
2021/09/22,"North West",,,,,,
2021/09/22,"North West",,,,,,
2021/09/22,"North West",,,,,,
2021/09/22,"North Central",54913,48108,103021,120,112,232
2021/09/22,"North Central",,,,,,
2021/09/22,"North Central",,,,,,
2021/09/22,"North East",27469,24796,52265,90,55,145
2021/09/22,"North East",,,,,,
2021/09/22,"North East",,,,,,
2021/09/22,Saskatoon,223235,204558,427793,423,386,809
2021/09/22,"Central West",23487,21287,44774,125,78,203
2021/09/22,"Central West",,,,,,
2021/09/22,"Central East",63629,58097,121726,256,114,370
2021/09/22,"Central East",,,,,,
2021/09/22,"Central East",,,,,,
2021/09/22,"Central East",,,,,,
2021/09/22,"Central East",,,,,,
2021/09/22,Regina,188414,173227,361641,307,272,579
2021/09/22,"South West",23449,21313,44762,102,59,161
2021/09/22,"South West",,,,,,
2021/09/22,"South Central",39951,36373,76324,209,143,352
2021/09/22,"South Central",,,,,,
2021/09/22,"South East",53926,48845,102771,132,67,199
2021/09/22,"South East",,,,,,
2021/09/22,"South East",,,,,,
2021/09/22,"South East",,,,,,
2021/09/23,"Far North West",13908,11428,25336,104,65,169
2021/09/23,"Far North West",,,,,,
2021/09/23,"Far North Central",1224,865,2089,6,5,11
2021/09/23,"Far North East",12481,9785,22266,68,64,132
2021/09/23,"Far North East",,,,,,
2021/09/23,"North West",53759,43607,97366,259,206,465
2021/09/23,"North West",,,,,,
2021/09/23,"North West",,,,,,
2021/09/23,"North West",,,,,,
2021/09/23,"North Central",55130,48248,103378,217,140,357
2021/09/23,"North Central",,,,,,
2021/09/23,"North Central",,,,,,
2021/09/23,"North East",27551,24846,52397,82,50,132
2021/09/23,"North East",,,,,,
2021/09/23,"North East",,,,,,
2021/09/23,Saskatoon,223849,205081,428930,614,523,1137
2021/09/23,"Central West",23542,21320,44862,55,33,88
2021/09/23,"Central West",,,,,,
2021/09/23,"Central East",63936,58272,122208,307,175,482
2021/09/23,"Central East",,,,,,
2021/09/23,"Central East",,,,,,
2021/09/23,"Central East",,,,,,
2021/09/23,"Central East",,,,,,
2021/09/23,Regina,188894,173615,362509,480,388,868
2021/09/23,"South West",23556,21376,44932,107,63,170
2021/09/23,"South West",,,,,,
2021/09/23,"South Central",40118,36506,76624,167,133,300
2021/09/23,"South Central",,,,,,
2021/09/23,"South East",54153,48988,103141,227,143,370
2021/09/23,"South East",,,,,,
2021/09/23,"South East",,,,,,
2021/09/23,"South East",,,,,,
2021/09/24,"Far North West",14009,11487,25496,101,59,160
2021/09/24,"Far North West",,,,,,
2021/09/24,"Far North Central",1242,875,2117,18,10,28
2021/09/24,"Far North East",12553,9839,22392,72,54,126
2021/09/24,"Far North East",,,,,,
2021/09/24,"North West",53965,43746,97711,206,139,345
2021/09/24,"North West",,,,,,
2021/09/24,"North West",,,,,,
2021/09/24,"North West",,,,,,
2021/09/24,"North Central",55426,48447,103873,296,199,495
2021/09/24,"North Central",,,,,,
2021/09/24,"North Central",,,,,,
2021/09/24,"North East",27622,24900,52522,71,54,125
2021/09/24,"North East",,,,,,
2021/09/24,"North East",,,,,,
2021/09/24,Saskatoon,224433,205574,430007,584,493,1077
2021/09/24,"Central West",23635,21383,45018,93,63,156
2021/09/24,"Central West",,,,,,
2021/09/24,"Central East",64205,58444,122649,269,172,441
2021/09/24,"Central East",,,,,,
2021/09/24,"Central East",,,,,,
2021/09/24,"Central East",,,,,,
2021/09/24,"Central East",,,,,,
2021/09/24,Regina,189321,174041,363362,427,426,853
2021/09/24,"South West",23667,21425,45092,111,49,160
2021/09/24,"South West",,,,,,
2021/09/24,"South Central",40238,36579,76817,120,73,193
2021/09/24,"South Central",,,,,,
2021/09/24,"South East",54535,49258,103793,382,270,652
2021/09/24,"South East",,,,,,
2021/09/24,"South East",,,,,,
2021/09/24,"South East",,,,,,
2021/09/25,"Far North West",14095,11532,25627,86,45,131
2021/09/25,"Far North West",,,,,,
2021/09/25,"Far North Central",1266,894,2160,24,19,43
2021/09/25,"Far North East",12590,9889,22479,37,50,87
2021/09/25,"Far North East",,,,,,
2021/09/25,"North West",54400,44008,98408,435,262,697
2021/09/25,"North West",,,,,,
2021/09/25,"North West",,,,,,
2021/09/25,"North West",,,,,,
2021/09/25,"North Central",55609,48611,104220,183,164,347
2021/09/25,"North Central",,,,,,
2021/09/25,"North Central",,,,,,
2021/09/25,"North East",27811,25034,52845,189,134,323
2021/09/25,"North East",,,,,,
2021/09/25,"North East",,,,,,
2021/09/25,Saskatoon,224972,206039,431011,539,465,1004
2021/09/25,"Central West",23692,21439,45131,57,56,113
2021/09/25,"Central West",,,,,,
2021/09/25,"Central East",64469,58612,123081,264,168,432
2021/09/25,"Central East",,,,,,
2021/09/25,"Central East",,,,,,
2021/09/25,"Central East",,,,,,
2021/09/25,"Central East",,,,,,
2021/09/25,Regina,189755,174411,364166,434,370,804
2021/09/25,"South West",23770,21478,45248,103,53,156
2021/09/25,"South West",,,,,,
2021/09/25,"South Central",40348,36645,76993,110,66,176
2021/09/25,"South Central",,,,,,
2021/09/25,"South East",54857,49425,104282,322,167,489
2021/09/25,"South East",,,,,,
2021/09/25,"South East",,,,,,
2021/09/25,"South East",,,,,,
2021/09/26,"Far North West",,,,,,
2021/09/26,"Far North West",,,,,,
2021/09/26,"Far North Central",,,,,,
2021/09/26,"Far North East",,,,,,
2021/09/26,"Far North East",,,,,,
2021/09/26,"North West",,,,,,
2021/09/26,"North West",,,,,,
2021/09/26,"North West",,,,,,
2021/09/26,"North West",,,,,,
2021/09/26,"North Central",,,,,,
2021/09/26,"North Central",,,,,,
2021/09/26,"North Central",,,,,,
2021/09/26,"North East",,,,,,
2021/09/26,"North East",,,,,,
2021/09/26,"North East",,,,,,
2021/09/26,Saskatoon,,,,,,
2021/09/26,"Central West",,,,,,
2021/09/26,"Central West",,,,,,
2021/09/26,"Central East",,,,,,
2021/09/26,"Central East",,,,,,
2021/09/26,"Central East",,,,,,
2021/09/26,"Central East",,,,,,
2021/09/26,"Central East",,,,,,
2021/09/26,Regina,,,,,,
2021/09/26,"South West",,,,,,
2021/09/26,"South West",,,,,,
2021/09/26,"South Central",,,,,,
2021/09/26,"South Central",,,,,,
2021/09/26,"South East",,,,,,
2021/09/26,"South East",,,,,,
2021/09/26,"South East",,,,,,
2021/09/26,"South East",,,,,,
2021/09/27,"Far North West",14180,11612,25792,,,
2021/09/27,"Far North West",,,,,,
2021/09/27,"Far North Central",1402,920,2322,,,
2021/09/27,"Far North East",12648,9950,22598,,,
2021/09/27,"Far North East",,,,,,
2021/09/27,"North West",54791,44234,99025,,,
2021/09/27,"North West",,,,,,
2021/09/27,"North West",,,,,,
2021/09/27,"North West",,,,,,
2021/09/27,"North Central",55909,48835,104744,,,
2021/09/27,"North Central",,,,,,
2021/09/27,"North Central",,,,,,
2021/09/27,"North East",27912,25120,53032,,,
2021/09/27,"North East",,,,,,
2021/09/27,"North East",,,,,,
2021/09/27,Saskatoon,225846,206935,432781,,,
2021/09/27,"Central West",23837,21539,45376,,,
2021/09/27,"Central West",,,,,,
2021/09/27,"Central East",64639,58731,123370,,,
2021/09/27,"Central East",,,,,,
2021/09/27,"Central East",,,,,,
2021/09/27,"Central East",,,,,,
2021/09/27,"Central East",,,,,,
2021/09/27,Regina,190254,174916,365170,,,
2021/09/27,"South West",23919,21542,45461,,,
2021/09/27,"South West",,,,,,
2021/09/27,"South Central",40460,36759,77219,,,
2021/09/27,"South Central",,,,,,
2021/09/27,"South East",55269,49642,104911,,,
2021/09/27,"South East",,,,,,
2021/09/27,"South East",,,,,,
2021/09/27,"South East",,,,,,
2021/09/28,"Far North West",14202,11619,25821,22,7,29
2021/09/28,"Far North West",,,,,,
2021/09/28,"Far North Central",1402,920,2322,0,0,0
2021/09/28,"Far North East",12672,9971,22643,24,21,45
2021/09/28,"Far North East",,,,,,
2021/09/28,"North West",54805,44263,99068,14,29,43
2021/09/28,"North West",,,,,,
2021/09/28,"North West",,,,,,
2021/09/28,"North West",,,,,,
2021/09/28,"North Central",55937,48851,104788,28,16,44
2021/09/28,"North Central",,,,,,
2021/09/28,"North Central",,,,,,
2021/09/28,"North East",27919,25127,53046,7,7,14
2021/09/28,"North East",,,,,,
2021/09/28,"North East",,,,,,
2021/09/28,Saskatoon,225912,206989,432901,66,54,120
2021/09/28,"Central West",23855,21545,45400,18,6,24
2021/09/28,"Central West",,,,,,
2021/09/28,"Central East",64671,58750,123421,32,19,51
2021/09/28,"Central East",,,,,,
2021/09/28,"Central East",,,,,,
2021/09/28,"Central East",,,,,,
2021/09/28,"Central East",,,,,,
2021/09/28,Regina,190320,174999,365319,66,83,149
2021/09/28,"South West",23941,21554,45495,22,12,34
2021/09/28,"South West",,,,,,
2021/09/28,"South Central",40484,36771,77255,24,12,36
2021/09/28,"South Central",,,,,,
2021/09/28,"South East",55288,49661,104949,19,19,38
2021/09/28,"South East",,,,,,
2021/09/28,"South East",,,,,,
2021/09/28,"South East",,,,,,
2021/09/29,"Far North West",14268,11645,25913,66,26,92
2021/09/29,"Far North West",,,,,,
2021/09/29,"Far North Central",1404,922,2326,2,2,4
2021/09/29,"Far North East",12801,10083,22884,129,112,241
2021/09/29,"Far North East",,,,,,
2021/09/29,"North West",54919,44347,99266,114,84,198
2021/09/29,"North West",,,,,,
2021/09/29,"North West",,,,,,
2021/09/29,"North West",,,,,,
2021/09/29,"North Central",56082,48970,105052,145,119,264
2021/09/29,"North Central",,,,,,
2021/09/29,"North Central",,,,,,
2021/09/29,"North East",28072,25231,53303,153,104,257
2021/09/29,"North East",,,,,,
2021/09/29,"North East",,,,,,
2021/09/29,Saskatoon,226346,207365,433711,434,376,810
2021/09/29,"Central West",23889,21585,45474,34,40,74
2021/09/29,"Central West",,,,,,
2021/09/29,"Central East",64929,58886,123815,258,136,394
2021/09/29,"Central East",,,,,,
2021/09/29,"Central East",,,,,,
2021/09/29,"Central East",,,,,,
2021/09/29,"Central East",,,,,,
2021/09/29,Regina,190657,175315,365972,337,316,653
2021/09/29,"South West",23999,21589,45588,58,35,93
2021/09/29,"South West",,,,,,
2021/09/29,"South Central",40581,36851,77432,97,80,177
2021/09/29,"South Central",,,,,,
2021/09/29,"South East",55376,49725,105101,88,64,152
2021/09/29,"South East",,,,,,
2021/09/29,"South East",,,,,,
2021/09/29,"South East",,,,,,
2021/09/30,"Far North West",14378,11710,26088,110,65,175
2021/09/30,"Far North West",,,,,,
2021/09/30,"Far North Central",1411,926,2337,7,4,11
2021/09/30,"Far North East",12941,10217,23158,140,134,274
2021/09/30,"Far North East",,,,,,
2021/09/30,"North West",55228,44564,99792,309,217,526
2021/09/30,"North West",,,,,,
2021/09/30,"North West",,,,,,
2021/09/30,"North West",,,,,,
2021/09/30,"North Central",56329,49166,105495,247,196,443
2021/09/30,"North Central",,,,,,
2021/09/30,"North Central",,,,,,
2021/09/30,"North East",28143,25303,53446,71,72,143
2021/09/30,"North East",,,,,,
2021/09/30,"North East",,,,,,
2021/09/30,Saskatoon,226852,207852,434704,506,487,993
2021/09/30,"Central West",23929,21620,45549,40,35,75
2021/09/30,"Central West",,,,,,
2021/09/30,"Central East",65243,59073,124316,314,187,501
2021/09/30,"Central East",,,,,,
2021/09/30,"Central East",,,,,,
2021/09/30,"Central East",,,,,,
2021/09/30,"Central East",,,,,,
2021/09/30,Regina,191043,175709,366752,386,394,780
2021/09/30,"South West",24124,21688,45812,125,99,224
2021/09/30,"South West",,,,,,
2021/09/30,"South Central",40689,36926,77615,108,75,183
2021/09/30,"South Central",,,,,,
2021/09/30,"South East",55538,49825,105363,162,100,262
2021/09/30,"South East",,,,,,
2021/09/30,"South East",,,,,,
2021/09/30,"South East",,,,,,
2021/10/01,"Far North West",14615,11786,26401,237,76,313
2021/10/01,"Far North West",,,,,,
2021/10/01,"Far North Central",1421,930,2351,10,4,14
2021/10/01,"Far North East",13017,10290,23307,76,73,149
2021/10/01,"Far North East",,,,,,
2021/10/01,"North West",55487,44741,100228,259,177,436
2021/10/01,"North West",,,,,,
2021/10/01,"North West",,,,,,
2021/10/01,"North West",,,,,,
2021/10/01,"North Central",56621,49407,106028,292,241,533
2021/10/01,"North Central",,,,,,
2021/10/01,"North Central",,,,,,
2021/10/01,"North East",28247,25380,53627,104,77,181
2021/10/01,"North East",,,,,,
2021/10/01,"North East",,,,,,
2021/10/01,Saskatoon,227417,208364,435781,565,512,1077
2021/10/01,"Central West",24089,21746,45835,160,126,286
2021/10/01,"Central West",,,,,,
2021/10/01,"Central East",65513,59260,124773,270,187,457
2021/10/01,"Central East",,,,,,
2021/10/01,"Central East",,,,,,
2021/10/01,"Central East",,,,,,
2021/10/01,"Central East",,,,,,
2021/10/01,Regina,191470,176161,367631,427,452,879
2021/10/01,"South West",24218,21762,45980,94,74,168
2021/10/01,"South West",,,,,,
2021/10/01,"South Central",40814,37012,77826,125,86,211
2021/10/01,"South Central",,,,,,
2021/10/01,"South East",55932,50063,105995,394,238,632
2021/10/01,"South East",,,,,,
2021/10/01,"South East",,,,,,
2021/10/01,"South East",,,,,,
2021/10/02,"Far North West",14670,11815,26485,55,29,84
2021/10/02,"Far North West",,,,,,
2021/10/02,"Far North Central",1425,934,2359,4,4,8
2021/10/02,"Far North East",13053,10339,23392,36,49,85
2021/10/02,"Far North East",,,,,,
2021/10/02,"North West",55678,44902,100580,191,161,352
2021/10/02,"North West",,,,,,
2021/10/02,"North West",,,,,,
2021/10/02,"North West",,,,,,
2021/10/02,"North Central",56814,49570,106384,193,163,356
2021/10/02,"North Central",,,,,,
2021/10/02,"North Central",,,,,,
2021/10/02,"North East",28295,25430,53725,48,50,98
2021/10/02,"North East",,,,,,
2021/10/02,"North East",,,,,,
2021/10/02,Saskatoon,227791,208824,436615,374,460,834
2021/10/02,"Central West",24154,21797,45951,65,51,116
2021/10/02,"Central West",,,,,,
2021/10/02,"Central East",65617,59329,124946,104,69,173
2021/10/02,"Central East",,,,,,
2021/10/02,"Central East",,,,,,
2021/10/02,"Central East",,,,,,
2021/10/02,"Central East",,,,,,
2021/10/02,Regina,191879,176674,368553,409,513,922
2021/10/02,"South West",24319,21822,46141,101,60,161
2021/10/02,"South West",,,,,,
2021/10/02,"South Central",41089,37206,78295,275,194,469
2021/10/02,"South Central",,,,,,
2021/10/02,"South East",56024,50155,106179,92,92,184
2021/10/02,"South East",,,,,,
2021/10/02,"South East",,,,,,
2021/10/02,"South East",,,,,,
2021/10/03,"Far North West",14769,11855,26624,99,40,139
2021/10/03,"Far North West",,,,,,
2021/10/03,"Far North Central",1435,936,2371,10,2,12
2021/10/03,"Far North East",13116,10401,23517,63,62,125
2021/10/03,"Far North East",,,,,,
2021/10/03,"North West",55899,45061,100960,221,159,380
2021/10/03,"North West",,,,,,
2021/10/03,"North West",,,,,,
2021/10/03,"North West",,,,,,
2021/10/03,"North Central",57025,49760,106785,211,190,401
2021/10/03,"North Central",,,,,,
2021/10/03,"North Central",,,,,,
2021/10/03,"North East",28499,25621,54120,204,191,395
2021/10/03,"North East",,,,,,
2021/10/03,"North East",,,,,,
2021/10/03,Saskatoon,228355,209529,437884,564,705,1269
2021/10/03,"Central West",24264,21895,46159,110,98,208
2021/10/03,"Central West",,,,,,
2021/10/03,"Central East",65869,59526,125395,252,197,449
2021/10/03,"Central East",,,,,,
2021/10/03,"Central East",,,,,,
2021/10/03,"Central East",,,,,,
2021/10/03,"Central East",,,,,,
2021/10/03,Regina,192299,177167,369466,420,493,913
2021/10/03,"South West",24419,21889,46308,100,67,167
2021/10/03,"South West",,,,,,
2021/10/03,"South Central",41327,37424,78751,238,218,456
2021/10/03,"South Central",,,,,,
2021/10/03,"South East",56197,50265,106462,173,110,283
2021/10/03,"South East",,,,,,
2021/10/03,"South East",,,,,,
2021/10/03,"South East",,,,,,
2021/10/04,"Far North West",14804,11874,26678,35,19,54
2021/10/04,"Far North West",,,,,,
2021/10/04,"Far North Central",1444,939,2383,9,3,12
2021/10/04,"Far North East",13124,10405,23529,8,4,12
2021/10/04,"Far North East",,,,,,
2021/10/04,"North West",56104,45195,101299,205,134,339
2021/10/04,"North West",,,,,,
2021/10/04,"North West",,,,,,
2021/10/04,"North West",,,,,,
2021/10/04,"North Central",57172,49887,107059,147,127,274
2021/10/04,"North Central",,,,,,
2021/10/04,"North Central",,,,,,
2021/10/04,"North East",28515,25640,54155,16,19,35
2021/10/04,"North East",,,,,,
2021/10/04,"North East",,,,,,
2021/10/04,Saskatoon,228797,209994,438791,442,465,907
2021/10/04,"Central West",24284,21908,46192,20,13,33
2021/10/04,"Central West",,,,,,
2021/10/04,"Central East",65903,59567,125470,34,41,75
2021/10/04,"Central East",,,,,,
2021/10/04,"Central East",,,,,,
2021/10/04,"Central East",,,,,,
2021/10/04,"Central East",,,,,,
2021/10/04,Regina,192540,177441,369981,241,274,515
2021/10/04,"South West",24448,21914,46362,29,25,54
2021/10/04,"South West",,,,,,
2021/10/04,"South Central",41349,37447,78796,22,23,45
2021/10/04,"South Central",,,,,,
2021/10/04,"South East",56237,50300,106537,40,35,75
2021/10/04,"South East",,,,,,
2021/10/04,"South East",,,,,,
2021/10/04,"South East",,,,,,
2021/10/05,"Far North West",14815,11888,26703,11,14,25
2021/10/05,"Far North West",,,,,,
2021/10/05,"Far North Central",1467,951,2418,23,12,35
2021/10/05,"Far North East",13148,10433,23581,24,28,52
2021/10/05,"Far North East",,,,,,
2021/10/05,"North West",56130,45233,101363,26,38,64
2021/10/05,"North West",,,,,,
2021/10/05,"North West",,,,,,
2021/10/05,"North West",,,,,,
2021/10/05,"North Central",57207,49950,107157,35,63,98
2021/10/05,"North Central",,,,,,
2021/10/05,"North Central",,,,,,
2021/10/05,"North East",28545,25670,54215,30,30,60
2021/10/05,"North East",,,,,,
2021/10/05,"North East",,,,,,
2021/10/05,Saskatoon,228947,210142,439089,150,148,298
2021/10/05,"Central West",24302,21929,46231,18,21,39
2021/10/05,"Central West",,,,,,
2021/10/05,"Central East",65987,59621,125608,84,54,138
2021/10/05,"Central East",,,,,,
2021/10/05,"Central East",,,,,,
2021/10/05,"Central East",,,,,,
2021/10/05,"Central East",,,,,,
2021/10/05,Regina,192789,177752,370541,249,311,560
2021/10/05,"South West",24487,21937,46424,39,23,62
2021/10/05,"South West",,,,,,
2021/10/05,"South Central",41365,37458,78823,16,11,27
2021/10/05,"South Central",,,,,,
2021/10/05,"South East",56267,50342,106609,30,42,72
2021/10/05,"South East",,,,,,
2021/10/05,"South East",,,,,,
2021/10/05,"South East",,,,,,
2021/10/06,"Far North West",14903,11929,26832,88,41,129
2021/10/06,"Far North West",,,,,,
2021/10/06,"Far North Central",1474,955,2429,7,4,11
2021/10/06,"Far North East",13206,10481,23687,58,48,106
2021/10/06,"Far North East",,,,,,
2021/10/06,"North West",56389,45379,101768,259,146,405
2021/10/06,"North West",,,,,,
2021/10/06,"North West",,,,,,
